record_id,experiment_id,experiment_date,prepared_sample_id,field_sample_id,collection_timestamp,provider_codename,resource_name,primary_product,parameter_name,unit,observed_value,repl_no,qc_pass,note,analyst_email,analysis_type
(3c)6726,32.0,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,xylose,% dry weight,12.88,2,pass,,,compositional
(3c)693c,32.0,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,lignin,% dry weight,21.0,1,pass,,,compositional
(3c)933c,32.0,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,glucose,% dry weight,27.38,1,pass,,,compositional
(3c)c6b9,32.0,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,xylan,% dry weight,11.33,2,pass,,,compositional
(3c)d0b2,32.0,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,glucan,% dry weight,24.64,1,pass,,,compositional
(3c)d339,32.0,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,lignin,% dry weight,21.01,2,pass,,,compositional
(3c)eefe,32.0,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,xylan,% dry weight,11.57,3,pass,,,compositional
(3c)fc9b,32.0,,77,33.0,2025-06-30 10:45:00,possessive,alfalfa,hay - alfalfa,xylose,% dry weight,12.86,1,pass,,,compositional
(42)0211,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucose,% dry weight,33.43,3,pass,,,compositional
(42)0654,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylose,% dry weight,17.7,3,pass,,,compositional
(42)0843,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,arabinose,% dry weight,2.64,1,pass,,,compositional
(42)2e48,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucan,% dry weight,31.72,1,pass,,,compositional
(42)446d,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylan,% dry weight,15.58,3,pass,,,compositional
(42)47a3,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,lignin,% dry weight,17.05,3,pass,,,compositional
(42)4816,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylose,% dry weight,18.43,1,pass,,,compositional
(42)54b7,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylose,% dry weight,18.11,2,pass,,,compositional
(42)575c,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,arabinan,% dry weight,2.32,1,pass,,,compositional
(42)672f,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,arabinan,% dry weight,2.33,2,pass,,,compositional
(42)7180,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucan,% dry weight,31.32,2,pass,,,compositional
(42)7a67,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,arabinose,% dry weight,2.57,3,pass,,,compositional
(42)8729,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucan,% dry weight,30.09,3,pass,,,compositional
(42)9356,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,arabinose,% dry weight,2.64,2,pass,,,compositional
(42)a992,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,lignin,% dry weight,16.85,1,pass,,,compositional
(42)b7cc,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucose,% dry weight,35.25,1,pass,,,compositional
(42)cbb9,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,arabinan,% dry weight,2.27,3,pass,,,compositional
(42)cdaa,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylan,% dry weight,15.94,2,pass,,,compositional
(42)d006,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucose,% dry weight,34.8,2,pass,,,compositional
(42)dee4,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylan,% dry weight,16.22,1,pass,,,compositional
(42)f6e3,36.0,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,lignin,% dry weight,16.8,2,pass,,,compositional
(4c)0e12,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,glucan,% dry weight,22.41,2,pass,,,compositional
(4c)1205,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,glucose,% dry weight,25.22,1,pass,,,compositional
(4c)12e4,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,xylose,% dry weight,14.76,2,pass,,,compositional
(4c)1473,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,lignin,% dry weight,37.74,2,pass,,,compositional
(4c)21be,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,glucose,% dry weight,25.73,3,pass,,,compositional
(4c)3b40,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,glucan,% dry weight,22.7,1,pass,,,compositional
(4c)3b8c,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,xylose,% dry weight,15.39,3,pass,,,compositional
(4c)5b6e,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,xylan,% dry weight,13.54,3,pass,,,compositional
(4c)6022,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,xylose,% dry weight,14.99,1,pass,,,compositional
(4c)6cf6,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,lignin,% dry weight,38.52,1,pass,,,compositional
(4c)705c,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,lignin,% dry weight,38.36,3,pass,,,compositional
(4c)9c25,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,xylan,% dry weight,13.19,1,pass,,,compositional
(4c)b5c1,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,glucan,% dry weight,23.16,3,pass,,,compositional
(4c)c715,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,glucose,% dry weight,24.9,2,pass,,,compositional
(4c)ddb6,38.0,,145,65.0,2025-09-16 09:30:00,humorous,almond branches,almonds,xylan,% dry weight,12.99,2,pass,,,compositional
(4d)2252,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucan,% dry weight,23.28,3,pass,,xkang2@lbl.gov,compositional
(4d)2360,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylan,% dry weight,13.16,1,pass,,xkang2@lbl.gov,compositional
(4d)2619,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylan,% dry weight,13.08,3,pass,,xkang2@lbl.gov,compositional
(4d)3358,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylose,% dry weight,14.87,3,pass,,xkang2@lbl.gov,compositional
(4d)3fcf,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylan,% dry weight,13.19,2,pass,,xkang2@lbl.gov,compositional
(4d)517e,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylose,% dry weight,14.99,2,pass,,xkang2@lbl.gov,compositional
(4d)86ca,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucose,% dry weight,26.65,1,pass,,xkang2@lbl.gov,compositional
(4d)8f9f,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucan,% dry weight,23.98,1,pass,,xkang2@lbl.gov,compositional
(4d)a3be,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,lignin,% dry weight,31.88,1,pass,,xkang2@lbl.gov,compositional
(4d)acb5,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucose,% dry weight,25.86,3,pass,,xkang2@lbl.gov,compositional
(4d)bbf7,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucose,% dry weight,26.12,2,pass,,xkang2@lbl.gov,compositional
(4d)c206,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,lignin,% dry weight,32.08,2,pass,,xkang2@lbl.gov,compositional
(4d)f3b0,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylose,% dry weight,14.96,1,pass,,xkang2@lbl.gov,compositional
(4d)f49b,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucan,% dry weight,23.51,2,pass,,xkang2@lbl.gov,compositional
(4d)fd25,30.0,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,lignin,% dry weight,32.07,3,pass,,xkang2@lbl.gov,compositional
(4e)e137,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,glucan,% dry weight,5.57,1,pass,,xkang2@lbl.gov,compositional
(4e)e138,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,glucan,% dry weight,8.76,2,pass,,xkang2@lbl.gov,compositional
(4e)e139,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,glucan,% dry weight,8.5,3,pass,,xkang2@lbl.gov,compositional
(4e)e140,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,glucose,% dry weight,6.19,1,pass,,xkang2@lbl.gov,compositional
(4e)e141,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,glucose,% dry weight,9.74,2,pass,,xkang2@lbl.gov,compositional
(4e)e142,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,glucose,% dry weight,9.44,3,pass,,xkang2@lbl.gov,compositional
(4e)e143,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,xylan,% dry weight,2.92,1,pass,,xkang2@lbl.gov,compositional
(4e)e144,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,xylan,% dry weight,5.48,2,pass,,xkang2@lbl.gov,compositional
(4e)e145,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,xylan,% dry weight,6.29,3,pass,,xkang2@lbl.gov,compositional
(4e)e146,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,xylose,% dry weight,3.32,1,pass,,xkang2@lbl.gov,compositional
(4e)e147,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,xylose,% dry weight,6.23,2,pass,,xkang2@lbl.gov,compositional
(4e)e148,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,xylose,% dry weight,7.15,3,pass,,xkang2@lbl.gov,compositional
(4e)e149,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,lignin,% dry weight,49.71,1,pass,,xkang2@lbl.gov,compositional
(4e)e150,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,lignin,% dry weight,48.47,2,pass,,xkang2@lbl.gov,compositional
(4e)e151,35.0,,32,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,lignin,% dry weight,47.84,3,pass,,xkang2@lbl.gov,compositional
(56)0a63,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,xylan,% dry weight,3.2,1,pass,,xkang2@lbl.gov,compositional
(56)18a9,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucose,% dry weight,60.24,1,pass,,xkang2@lbl.gov,compositional
(56)2b2d,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,lignin,% dry weight,8.57,3,pass,,xkang2@lbl.gov,compositional
(56)40ab,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,lignin,% dry weight,8.85,2,pass,,xkang2@lbl.gov,compositional
(56)6bd3,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,xylose,% dry weight,3.64,1,pass,,xkang2@lbl.gov,compositional
(56)8d1e,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,lignin,% dry weight,8.7,1,pass,,xkang2@lbl.gov,compositional
(56)91f5,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,xylan,% dry weight,3.2,2,pass,,xkang2@lbl.gov,compositional
(56)9243,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucan,% dry weight,54.21,1,pass,,xkang2@lbl.gov,compositional
(56)b418,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucose,% dry weight,59.72,2,pass,,xkang2@lbl.gov,compositional
(56)c0fc,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucan,% dry weight,54.57,3,pass,,xkang2@lbl.gov,compositional
(56)ce12,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,xylose,% dry weight,3.63,2,pass,,xkang2@lbl.gov,compositional
(56)d797,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucan,% dry weight,53.75,2,pass,,xkang2@lbl.gov,compositional
(56)ea26,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,xylan,% dry weight,3.13,3,pass,,xkang2@lbl.gov,compositional
(56)ea73,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,xylose,% dry weight,3.56,3,pass,,xkang2@lbl.gov,compositional
(56)fe5f,39.0,,37,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucose,% dry weight,60.64,3,pass,,xkang2@lbl.gov,compositional
(5b)02e9,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,lignin,% dry weight,22.11,3,pass,,xkang2@lbl.gov,compositional
(5b)21af,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucose,% dry weight,44.96,1,pass,,xkang2@lbl.gov,compositional
(5b)334a,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylan,% dry weight,19.57,3,pass,,xkang2@lbl.gov,compositional
(5b)3885,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,lignin,% dry weight,21.95,2,pass,,xkang2@lbl.gov,compositional
(5b)58d8,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucose,% dry weight,45.33,3,pass,,xkang2@lbl.gov,compositional
(5b)5a60,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylose,% dry weight,22.27,2,pass,,xkang2@lbl.gov,compositional
(5b)651e,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucan,% dry weight,40.47,1,pass,,xkang2@lbl.gov,compositional
(5b)7bed,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylan,% dry weight,19.6,2,pass,,xkang2@lbl.gov,compositional
(5b)8bf7,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,lignin,% dry weight,22.2,1,pass,,xkang2@lbl.gov,compositional
(5b)9d19,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucan,% dry weight,40.8,3,pass,,xkang2@lbl.gov,compositional
(5b)a03f,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucose,% dry weight,44.99,2,pass,,xkang2@lbl.gov,compositional
(5b)bad2,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucan,% dry weight,40.49,2,pass,,xkang2@lbl.gov,compositional
(5b)cb5c,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylan,% dry weight,19.51,1,pass,,xkang2@lbl.gov,compositional
(5b)cf6c,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylose,% dry weight,22.24,3,pass,,xkang2@lbl.gov,compositional
(5b)de58,30.0,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylose,% dry weight,22.17,1,pass,,xkang2@lbl.gov,compositional
(5c)335d,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,xylose,% dry weight,9.18,1,pass,,xkang2@lbl.gov,compositional
(5c)527f,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,lignin,% dry weight,27.28,3,pass,,xkang2@lbl.gov,compositional
(5c)6000,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,xylan,% dry weight,7.9,2,pass,,xkang2@lbl.gov,compositional
(5c)6845,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,xylose,% dry weight,8.98,2,pass,,xkang2@lbl.gov,compositional
(5c)6b44,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,lignin,% dry weight,27.2,2,pass,,xkang2@lbl.gov,compositional
(5c)6bfe,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,glucan,% dry weight,25.16,1,pass,,xkang2@lbl.gov,compositional
(5c)76f6,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,glucose,% dry weight,27.37,3,pass,,xkang2@lbl.gov,compositional
(5c)7ce2,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,glucan,% dry weight,24.63,3,pass,,xkang2@lbl.gov,compositional
(5c)861a,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,glucan,% dry weight,25.05,2,pass,,xkang2@lbl.gov,compositional
(5c)94a8,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,xylan,% dry weight,8.08,1,pass,,xkang2@lbl.gov,compositional
(5c)960b,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,glucose,% dry weight,27.83,2,pass,,xkang2@lbl.gov,compositional
(5c)ad73,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,lignin,% dry weight,26.82,1,pass,,xkang2@lbl.gov,compositional
(5c)bbe3,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,xylose,% dry weight,8.95,3,pass,,xkang2@lbl.gov,compositional
(5c)c934,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,xylan,% dry weight,7.87,3,pass,,xkang2@lbl.gov,compositional
(5c)e78e,35.0,,18,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,glucose,% dry weight,27.96,1,pass,,xkang2@lbl.gov,compositional
(62)014a,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,arabinan,% dry weight,1.81,2,pass,,,compositional
(62)0975,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylose,% dry weight,21.97,2,pass,,,compositional
(62)0f95,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucose,% dry weight,37.93,3,pass,,,compositional
(62)1c36,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,arabinose,% dry weight,2.06,2,pass,,,compositional
(62)1d0d,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucan,% dry weight,34.14,3,pass,,,compositional
(62)20f9,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylose,% dry weight,21.97,3,pass,,,compositional
(62)352d,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucose,% dry weight,37.89,1,pass,,,compositional
(62)3af6,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,arabinose,% dry weight,2.08,3,pass,,,compositional
(62)418e,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,arabinose,% dry weight,2.18,1,pass,,,compositional
(62)50f3,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,arabinan,% dry weight,1.92,1,pass,,,compositional
(62)5304,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylan,% dry weight,19.33,2,pass,,,compositional
(62)5ab6,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylose,% dry weight,22.05,1,pass,,,compositional
(62)79f1,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,lignin,% dry weight,16.47,1,pass,,,compositional
(62)8114,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,lignin,% dry weight,16.44,2,pass,,,compositional
(62)8b4d,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylan,% dry weight,19.33,3,pass,,,compositional
(62)99c5,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucan,% dry weight,34.1,1,pass,,,compositional
(62)a8c9,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucan,% dry weight,34.28,2,pass,,,compositional
(62)b906,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucose,% dry weight,38.09,2,pass,,,compositional
(62)cb0b,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,arabinan,% dry weight,1.83,3,pass,,,compositional
(62)d08a,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,lignin,% dry weight,16.83,3,pass,,,compositional
(62)ed41,36.0,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylan,% dry weight,19.41,1,pass,,,compositional
(71)0047,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,lignin,% dry weight,33.97,3,pass,,,compositional
(71)0a21,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,xylan,% dry weight,16.45,2,pass,,,compositional
(71)0d9d,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,lignin,% dry weight,32.57,1,pass,,,compositional
(71)12a5,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,xylan,% dry weight,16.32,3,pass,,,compositional
(71)16f9,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,xylose,% dry weight,18.69,2,pass,,,compositional
(71)23e9,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,lignin,% dry weight,34.35,2,pass,,,compositional
(71)3ea0,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,xylose,% dry weight,13.87,1,pass,,,compositional
(71)470a,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,glucose,% dry weight,17.76,1,pass,,,compositional
(71)4e76,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,glucose,% dry weight,23.74,2,pass,,,compositional
(71)5316,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,xylan,% dry weight,12.21,1,pass,,,compositional
(71)5322,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,xylose,% dry weight,18.55,3,pass,,,compositional
(71)929c,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,glucan,% dry weight,21.37,2,pass,,,compositional
(71)b8d9,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,glucan,% dry weight,15.98,1,pass,,,compositional
(71)bfdb,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,glucan,% dry weight,21.39,3,pass,,,compositional
(71)c9c9,38.0,,147,67.0,2025-09-16 09:30:00,humorous,almond shells,almonds,glucose,% dry weight,23.76,3,pass,,,compositional
(72)00aa,30.0,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,glucose,% dry weight,44.68,2,pass,,xkang2@lbl.gov,compositional
(72)0778,30.0,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,lignin,% dry weight,18.61,3,pass,,xkang2@lbl.gov,compositional
(72)1255,30.0,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,glucan,% dry weight,41.16,1,pass,,xkang2@lbl.gov,compositional
(72)2916,30.0,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,glucan,% dry weight,39.76,3,pass,,xkang2@lbl.gov,compositional
(72)3abe,30.0,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,xylan,% dry weight,21.33,3,pass,,xkang2@lbl.gov,compositional
(72)4bbe,30.0,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,lignin,% dry weight,18.61,2,pass,,xkang2@lbl.gov,compositional
(72)4e20,30.0,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,xylose,% dry weight,24.88,1,pass,,xkang2@lbl.gov,compositional
(72)5d6f,30.0,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,glucose,% dry weight,45.74,1,pass,,xkang2@lbl.gov,compositional
