resource_name,parameter_name,unit,observed_value,record_id,qc_pass,provider_codename,collection_timestamp,harvest_date,created_at,sample_date
spent oak chips,glucan,% dry weight,41.54,(c5)cc25,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,16.64,(c5)daf9,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,17.35,(c5)e06a,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,lignin,% dry weight,44.78,(c5)f357,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,13.9,(c7)0c90,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,28.26,(c7)32d3,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,34.64,(c7)4017,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,26.32,(c7)4fab,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,17.32,(c7)548b,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,28.01,(c7)55ad,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,15.25,(c7)5eb1,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,25.21,(c7)70cd,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,17.33,(c7)71f6,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,15.24,(c7)749c,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,33.57,(c7)8b0b,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,25.44,(c7)a5f2,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,15.8,(c7)bffa,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,33.62,(c7)f332,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,23.69,(c7)fb25,pass,vibrant,2024-11-21 13:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,lignin,% dry weight,19.13,(ca)0336,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,lignin,% dry weight,18.92,(ca)0ac2,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucan,% dry weight,33.1,(ca)143e,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylan,% dry weight,16.97,(ca)1c11,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylan,% dry weight,17.15,(ca)1ec6,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylan,% dry weight,16.1,(ca)23fe,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,lignin,% dry weight,18.8,(ca)2a06,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucan,% dry weight,34.0,(ca)3a26,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylose,% dry weight,19.49,(ca)3df0,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylose,% dry weight,18.3,(ca)53ec,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucose,% dry weight,37.78,(ca)9001,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucose,% dry weight,36.78,(ca)b994,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucose,% dry weight,37.58,(ca)beff,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylose,% dry weight,19.28,(ca)cd2f,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucan,% dry weight,33.82,(ca)cf48,pass,possessive,2025-10-11 10:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,lignin+,% dry weight,31.57,(d2)0b71,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,8.84,(d2)12cb,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,8.72,(d2)1e4c,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,lignin+,% dry weight,30.53,(d2)2fae,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,10.04,(d2)42a2,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,21.0,(d2)4d07,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,18.98,(d2)62d0,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,21.15,(d2)a7f3,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,18.9,(d2)bdb6,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,19.04,(d2)cadf,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylan,% dry weight,8.46,(d2)cea7,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,9.62,(d2)d344,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,21.08,(d2)d758,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,lignin+,% dry weight,31.95,(d2)d96d,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,9.91,(d2)da56,pass,pinecrest,2024-09-21 09:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,21.62,(da)0242,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.97,(da)0c02,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,2.01,(da)0dd5,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,20.51,(da)0eb5,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,glucose,% dry weight,23.77,(da)0f5b,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,2.35,(da)112e,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,glucan,% dry weight,22.6,(da)11ef,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.11,(da)206c,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,37.11,(da)28c3,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,lignin,% dry weight,32.34,(da)3381,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,lignin,% dry weight,33.6,(da)351f,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,glucan,% dry weight,21.4,(da)3e27,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,23.3,(da)45fb,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,33.4,(da)5b66,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,glucose,% dry weight,23.78,(da)5c87,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,23.56,(da)5f99,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,xylan,% dry weight,37.19,(da)6158,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,glucan,% dry weight,21.4,(da)61f1,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,38.08,(da)627d,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,23.31,(da)659e,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,2.41,(da)65a4,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,xylose,% dry weight,42.26,(da)6b6b,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,19.03,(da)6f36,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,23.01,(da)793b,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,20.51,(da)8086,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.7,(da)83a3,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,xylan,% dry weight,37.28,(da)847a,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.68,(da)85be,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,21.63,(da)8737,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,35.68,(da)9bfc,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,glucose,% dry weight,25.11,(da)a0f5,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.29,(da)a2d6,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,20.74,(da)ab96,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,xylan,% dry weight,37.06,(da)aba8,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.23,(da)ac37,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,37.9,(da)b0df,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,21.68,(da)b698,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,33.49,(da)b8f9,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.75,(da)cc8a,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.74,(da)cf0e,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,xylose,% dry weight,42.37,(da)dc7a,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,xylose,% dry weight,42.11,(da)e334,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,21.88,(da)eb21,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,32.11,(da)ec68,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,38.03,(da)ed48,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,20.25,(da)ef39,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio shells,lignin,% dry weight,32.79,(da)f1b5,pass,tripod,2025-10-21 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,23.13,(da)f3ce,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,20.35,(da)f6bc,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,37.21,(da)fbf9,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.27,(da)ff89,pass,wardrobe,2025-06-30 13:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,glucan,% dry weight,12.86,(e7)365a,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,xylose,% dry weight,10.57,(e7)47b9,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,glucan,% dry weight,12.45,(e7)4b15,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,glucose,% dry weight,14.29,(e7)4f39,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,xylose,% dry weight,11.29,(e7)538c,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,xylan,% dry weight,9.61,(e7)561b,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,lignin,% dry weight,36.0,(e7)6d58,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,glucose,% dry weight,13.83,(e7)7925,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,xylan,% dry weight,9.3,(e7)795e,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,xylose,% dry weight,10.92,(e7)abfc,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,xylan,% dry weight,9.94,(e7)afea,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,lignin,% dry weight,34.65,(e7)bcb4,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,glucan,% dry weight,12.98,(e7)be54,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,lignin,% dry weight,34.66,(e7)d6bc,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut hulls,glucose,% dry weight,14.42,(e7)edcc,pass,energetic,2024-11-21 18:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucose,% dry weight,30.51,(ed)1f11,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,lignin,% dry weight,20.66,(ed)5830,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylose,% dry weight,13.84,(ed)5faf,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucan,% dry weight,27.53,(ed)665a,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucan,% dry weight,27.46,(ed)7593,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylose,% dry weight,13.76,(ed)7669,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylan,% dry weight,12.18,(ed)7cf3,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucose,% dry weight,30.79,(ed)7dc9,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucan,% dry weight,27.71,(ed)aaed,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylan,% dry weight,12.11,(ed)ad81,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucose,% dry weight,30.59,(ed)c829,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylan,% dry weight,12.3,(ed)ca21,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,lignin,% dry weight,20.66,(ed)dbc1,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylose,% dry weight,13.98,(ed)ece2,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,lignin,% dry weight,20.96,(ed)fbeb,pass,possessive,2025-06-30 11:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
